from_id,to_id,ordering,category
nm0339621,tt5303632,3,actor
nm1119902,tt0253451,3,actor
nm1518573,tt0053134,8,actress
nm10116380,tt35234740,4,actor
nm0311999,tt3774866,9,actor
nm1301859,tt0350080,7,actor
nm1670475,tt0862935,1,actor
nm1130698,tt0231344,6,actor
nm0654742,tt0469605,2,actress
nm0514071,tt0450564,8,actor
nm15809256,tt27719898,3,actor
nm0406082,tt7533756,2,actor
nm0007124,tt28526239,7,actress
nm1926235,tt4348046,9,actress
nm0186505,tt0117912,5,actor
nm0621008,tt0153012,6,actor
nm1428724,tt0280913,9,actor
nm0788903,tt5486464,10,actor
nm0476010,tt0263028,7,actor
nm0517844,tt0434215,1,actress
nm0897430,tt0037818,5,actor
nm0120431,tt0864751,7,actress
nm2059293,tt2514174,9,actor
nm4588609,tt1837587,3,actor
nm1675320,tt1792125,4,actor
nm0404905,tt0139428,1,actress
nm0000809,tt0118756,2,actor
nm0297670,tt0064732,3,actress
nm7609199,tt5065314,3,actor
nm0277263,tt0038507,5,actor
nm0222181,tt0271572,3,actor
nm1631479,tt0452188,4,actor
nm1485871,tt1724556,8,actress
nm8056717,tt6385750,1,actress
nm0251511,tt0029227,1,actor
nm2121617,tt0492008,1,actress
nm0361945,tt0164121,3,actor
nm0357910,tt0018146,5,actor
nm0880861,tt4652386,7,actress
nm0998138,tt2306861,10,actor
nm4031195,tt7768734,6,actress
nm1232925,tt0867595,10,actress
nm0359222,tt8615110,4,actor
nm3317686,tt4416352,1,actor
nm0034234,tt0045168,9,actress
nm0938893,tt0202543,5,actor
nm18237353,tt37038968,9,actor
nm0451163,tt5331274,3,actor
nm0055865,tt0187753,9,actor
nm7605611,tt8316026,7,actor
nm5374275,tt2509728,2,actor
nm5167893,tt23744070,5,actress
nm13907831,tt21445608,3,actor
nm0488457,tt0260000,2,actor
nm4619220,tt10237612,3,actress
nm0828668,tt0026792,4,actor
nm3065607,tt32058735,8,actor
nm6200474,tt3091772,9,actor
nm15900471,tt32628897,4,actress
nm2512409,tt1198199,11,actress
nm0197983,tt0086390,2,actor
nm9212366,tt32161676,3,actor
nm8038662,tt1979259,9,actor
nm0255763,tt0098292,6,actor
nm1514642,tt12069878,5,actor
nm1047313,tt0090166,7,actor
nm18375018,tt41342426,7,actor
nm18260688,tt40249204,1,actress
nm0586508,tt0313898,4,actor
nm2540950,tt1072437,2,actor
nm10990671,tt22753962,2,actor
nm3643138,tt6175086,5,actress
nm9082747,tt9041820,9,actor
nm10523846,tt21198718,6,actress
nm14069736,tt29506128,2,actor
nm5167146,tt34632977,1,actress
nm7198578,tt14603932,7,actress
nm1033176,tt0178310,10,actor
nm4083423,tt1727532,3,actor
nm0222144,tt38124080,8,actor
nm0671559,tt0060261,9,actor
nm0712546,tt0363409,4,actor
nm0259906,tt0279135,7,actor
nm3832816,tt13778976,6,actress
nm0097802,tt0063565,5,actress
nm10976782,tt0420001,9,actor
nm0728019,tt0165481,3,actor
nm2381768,tt8055378,4,actor
nm15703192,tt30821743,9,actor
nm17948822,tt38895483,2,actress
nm0303654,tt0178325,9,actress
nm7850199,tt5259884,6,actor
nm1066229,tt29306518,10,actor
nm0000514,tt2016229,3,actor
nm4509092,tt2276258,5,actress
nm0577996,tt0088330,5,actor
nm0227602,tt1552662,1,actor
nm0604813,tt0166363,4,actor
nm0636834,tt0012923,2,actress
nm0004456,tt1830713,9,actress
nm10229717,tt9214950,3,actor
nm11346140,tt27554856,7,actor
nm0153513,tt0112376,6,actor
nm3861544,tt0190012,2,actress
nm7315770,tt0152928,2,actress
nm9072586,tt32047798,9,actor
nm6152073,tt0285457,10,actress
nm0456124,tt0093105,5,actor
nm13352605,tt17526880,4,actress
nm0077449,tt0119409,1,actor
nm0180411,tt0259442,3,actress
nm0151420,tt0040654,8,actor
nm8139485,tt10515394,1,actor
nm0676349,tt0070723,6,actor
nm3522325,tt1016081,8,actor
nm0859740,tt1863352,3,actress
nm0149192,tt0234217,3,actress
nm8710799,tt0492043,9,actor
nm4446079,tt2826126,5,actor
nm0820759,tt1389373,8,actress
nm4937189,tt3303548,4,actor
nm1885686,tt0303718,1,actor
nm0685408,tt0071238,6,actress
nm1779272,tt0434857,7,actress
nm3280555,tt15708792,7,actor
nm3825975,tt11368998,1,actor
nm0373928,tt0384124,7,actor
nm0285464,tt0123943,4,actor
nm10600809,tt23625162,1,actor
nm0996701,tt1737728,1,actress
nm0127436,tt0363652,6,actor
nm0215101,tt0881962,5,actress
nm0351556,tt0263210,10,actor
nm1347153,tt1885265,1,actor
nm1815600,tt0302941,5,actor
nm10602779,tt10145902,11,actor
nm0922818,tt0028988,5,actress
nm0003586,tt0053836,5,actor
nm1585543,tt1447508,5,actress
nm1089923,tt0241553,3,actor
nm2115073,tt28789335,8,actress
nm4417435,tt0385789,9,actor
nm10047463,tt8841720,7,actress
nm0247579,tt5231992,5,actress
nm6962532,tt4261008,9,actress
nm3681738,tt3517782,1,actor
nm15170371,tt27459113,6,actress
nm0394541,tt0039176,3,actor
nm7487630,tt3796088,9,actor
nm0173116,tt0263728,10,actor
nm0660402,tt0028503,5,actor
nm18412751,tt41840808,9,actor
nm0695170,tt0053728,2,actor
nm3396723,tt1683466,6,actress
nm13626645,tt13787864,2,actor
nm13403964,tt18258818,1,actor
nm0776314,tt0373915,10,actor
nm3754473,tt39216116,8,actor
nm0421726,tt0108221,5,actor
nm3647732,tt1528284,1,actor
nm0208659,tt0013950,5,actor
nm0200887,tt7536174,4,actor
nm8272829,tt13004870,2,actor
nm1164773,tt0367596,3,actor
nm11906399,tt24207848,2,actress
nm2331336,tt27331371,1,actress
nm0541120,tt0120477,10,actor
nm0347605,tt0016065,4,actress
nm17918037,tt39020007,4,actress
nm0024683,tt7239700,4,actor
nm0519510,tt0117617,7,actress
nm11172594,tt36705678,4,actress
nm0000789,tt0035113,7,actor
nm0563268,tt31259990,3,actor
nm12942569,tt14769764,4,actress
nm0816669,tt0325591,1,actor
nm2477207,tt6328332,3,actor
nm5565883,tt17498694,8,actress
nm16372865,tt33030511,10,actor
nm4253709,tt4142022,6,actor
nm0937760,tt1449839,2,actor
nm0198889,tt0025292,8,actor
nm2355887,tt2401013,8,actor
nm16529366,tt26754934,6,actor
nm0099828,tt0339525,3,actor
nm2777756,tt0243622,3,actor
nm4463890,tt1929407,6,actress
nm5607314,tt22462866,3,actress
nm0913341,tt0006760,3,actor
nm14022964,tt15576780,7,actor
nm2355644,tt0334526,6,actress
nm0476776,tt0313421,6,actor
nm8178938,tt15036176,4,actor
nm5635833,tt2014263,5,actress
nm7329192,tt0442011,6,actress
nm0328112,tt0279749,4,actress
nm0954055,tt0312477,8,actress
nm0451487,tt0325163,5,actor
nm9409220,tt7618900,4,actor
nm4257192,tt1813757,6,actress
nm3662558,tt8266040,5,actor
nm0406657,tt0030444,8,actor
nm0783879,tt10658928,2,actor
nm0385541,tt2361156,4,actress
nm6431641,tt3671042,7,actor
nm1258364,tt7955256,3,actress
nm2905031,tt0176541,1,actor
nm0586418,tt0252029,2,actor
nm0417309,tt0092578,6,actress
nm0426933,tt0217559,9,actor
nm0410011,tt0045883,8,actor
nm9461460,tt4792098,10,actor
nm1600582,tt19875660,5,actor
nm13561920,tt22012316,8,actress
nm4089091,tt1730222,5,actor
nm3413810,tt1754010,2,actor
nm0475425,tt1735198,7,actress
nm0288575,tt0165429,9,actor
nm9687750,tt7167472,10,actor
nm2985683,tt0233490,2,actor
nm4315481,tt2674192,6,actress
nm0707750,tt0091710,1,actor
nm0890004,tt0370776,1,actor
nm2508601,tt0095939,1,actress
nm13311746,tt30972770,1,actress
nm0834479,tt8783976,3,actor
nm0954651,tt0032442,5,actress
nm8254696,tt9573068,5,actor
nm0012821,tt0263701,10,actress
nm10930008,tt37146342,1,actress
nm0078167,tt0166406,3,actress
nm9667253,tt8041264,3,actor
nm0246942,tt0192400,6,actor
nm0211590,tt8002226,11,actress
nm0267946,tt4242530,4,actor
nm5465403,tt2630618,1,actor
nm0313867,tt0025462,6,actress
nm7392321,tt6380902,9,actor
nm11493462,tt0119733,5,actress
nm1218732,tt2429074,9,actor
nm0565883,tt36380588,8,actress
nm0734958,tt1074587,1,actor
nm10466634,tt7458714,9,actor
nm13445762,tt24053750,8,actor
nm1789084,tt1533749,3,actor
nm1163935,tt2664012,9,actress
nm7396276,tt43706316,1,actor
nm15867496,tt31492821,7,actor
nm0522075,tt0196893,2,actor
nm0432553,tt0231003,6,actor
nm2769372,tt13569626,5,actress
nm10917091,tt0312958,6,actor
nm12984109,tt15525430,6,actor
nm0352050,tt0171759,9,actor
nm8788192,tt8672516,10,actress
nm0634297,tt0080147,8,actor
nm1113913,tt0188983,5,actor
nm0000329,tt2992152,4,actor
nm0001201,tt0242851,2,actress
nm0474853,tt0271581,5,actor
nm0605270,tt0048824,3,actor
nm0224502,tt0230629,5,actress
nm0491048,tt0033676,1,actor
nm0851034,tt0181312,2,actress
nm0952232,tt0150433,10,actor
nm2766218,tt1568802,2,actress
nm12579302,tt8785486,5,actor
nm0412174,tt0081731,9,actor
nm8922865,tt5895062,6,actor
nm2542694,tt5545996,2,actress
nm0181395,tt0203293,5,actor
nm0673375,tt0259379,3,actor
nm0402949,tt7857058,3,actor
nm3896288,tt2333760,4,actress
nm10363108,tt11243080,2,actor
nm3141474,tt1295086,9,actress
nm0185568,tt0035680,1,actor
nm3270994,tt11833408,9,actor
nm0565569,tt30420705,2,actor
nm11124669,tt11266962,5,actor
nm13159625,tt29519512,5,actress
nm6820652,tt13869368,2,actor
nm0001376,tt0847743,1,actress
nm3966184,tt12457712,2,actor
nm1696571,tt1606291,2,actress
nm3437910,tt1427699,3,actress
nm0530856,tt0069790,4,actress
nm0115043,tt0024911,2,actress
nm0388744,tt0315346,1,actor
nm17507278,tt29930344,2,actress
nm16839236,tt41635145,1,actor
nm5112717,tt1922544,6,actor
nm3552129,tt1233290,1,actress
nm1543741,tt2224161,7,actor
nm3239269,tt32608072,3,actor
nm8495506,tt0247023,1,actor
nm3107783,tt1279414,7,actress
nm13052675,tt27127364,7,actress
nm4291409,tt5500064,7,actress
nm2042941,tt4879834,8,actor
nm0415582,tt0267422,4,actor
nm10264699,tt9293690,5,actor
nm16364259,tt33008760,5,actor
nm3234259,tt1340743,4,actor
nm9239399,tt7307488,7,actor
nm0958590,tt0274877,4,actor
nm1350569,tt1582481,5,actor
nm1432578,tt1639312,10,actor
nm0585640,tt6327570,8,actor
nm0727165,tt1374989,2,actor
nm1867310,tt2306865,3,actor
nm3918532,tt2594578,8,actress
nm1033328,tt11384042,1,actor
nm0416704,tt0056624,5,actress
nm9269253,tt7367824,9,actress
nm0268941,tt5053108,2,actress
nm6731490,tt29940214,3,actor
nm0689927,tt0047869,2,actor
nm0894302,tt0120639,7,actor
nm2011879,tt0377747,5,actor
nm0788281,tt0017384,3,actress
nm12096403,tt13534568,1,actress
nm6820930,tt30477285,10,actor
nm0872694,tt0042570,4,actor
nm0089524,tt0012346,1,actor
nm0711832,tt0364379,5,actress
nm0786447,tt1140957,3,actress
nm3909445,tt1389553,3,actor
nm0486742,tt0050249,5,actor
nm1349790,tt0151728,2,actress
nm0017806,tt0064682,7,actress
nm2853423,tt4093860,16,actor
nm0079617,tt7131848,2,actress
nm0793616,tt0262243,6,actress
nm0207002,tt0379766,3,actor
nm0803903,tt0067973,1,actress
nm2951615,tt27004370,2,actor
nm0159159,tt0154788,7,actor
nm0004487,tt0453582,1,actress
nm10227042,tt9209886,7,actor
nm5328042,tt2460770,3,actor
nm9602726,tt22186372,3,actress
nm4258569,tt4169032,9,actor
nm0226122,tt0105378,10,actress
nm1747556,tt0313835,6,actress
nm0103320,tt0041767,10,actor
nm0065695,tt4263780,5,actor
nm0902226,tt0024455,7,actor
nm4663392,tt1479857,10,actress
nm8117718,tt5688432,9,actress
nm0910089,tt1192424,6,actress
nm0361697,tt0312516,2,actress
nm0328785,tt1560747,9,actor
nm1854655,tt0406214,6,actor
nm6455852,tt6020886,4,actor
nm15718123,tt42933398,2,actress
nm0541358,tt0219165,8,actress
nm2355381,tt0844765,2,actor
nm2188729,tt28776565,1,actor
nm1875091,tt32568338,4,actress
nm12985631,tt11915062,9,actor
nm0817218,tt0011414,6,actress
nm9536633,tt0475088,1,actress
nm0340427,tt31389264,3,actor
nm1495210,tt15831022,6,actor
nm0621002,tt0020746,3,actor
nm0824496,tt0041907,8,actor
nm0001624,tt21276958,3,actor
nm0519765,tt0440011,4,actor
nm0968797,tt15170560,9,actress
nm0001656,tt0045793,4,actress
nm3024100,tt1431156,2,actress
nm0618815,tt0244500,5,actor
nm0455940,tt0416461,9,actor
nm1563737,tt1293761,9,actor
nm4993621,tt27331219,10,actor
nm2906761,tt5112622,5,actress
nm0380304,tt0035752,4,actor
nm0674741,tt0010794,5,actor
nm17442293,tt41233481,6,actor
nm10369653,tt9537122,8,actor
nm0009486,tt1468314,2,actor
nm2817260,tt5852480,9,actress
nm0828494,tt0404826,4,actor
nm0590907,tt0781447,3,actress
nm5393081,tt3808150,1,actor
nm0351663,tt0095084,10,actor
nm3190866,tt1321390,10,actor
nm0227514,tt0242122,5,actor
nm1492770,tt16287604,5,actor
nm0128130,tt0031174,5,actress
nm0042380,tt0034320,9,actor
nm0904706,tt3615542,7,actor
nm3532511,tt1466467,10,actor
nm1863220,tt0322433,8,actress
nm0752648,tt0050151,2,actress
nm1233263,tt0330038,6,actress
nm0738042,tt0019589,2,actor
nm0263394,tt0014344,10,actress
nm0397928,tt5506864,2,actor
nm0156822,tt1053335,3,actress
nm0769233,tt0329042,3,actor
nm0794511,tt0384220,10,actor
nm1055961,tt0178549,10,actor
nm4285227,tt1988166,1,actor
nm0180105,tt0308575,1,actress
nm5840071,tt30828913,1,actress
nm1269584,tt0451919,7,actress
nm10019017,tt20238148,3,actress
nm8087548,tt12517908,10,actor
nm0001413,tt0462538,4,actress
nm2598974,tt6212378,11,actor
nm16435722,tt33111617,2,actress
nm4417469,tt1860168,10,actress
nm0044229,tt0768177,1,actor
nm0889293,tt41389896,8,actress
nm3801949,tt18280058,4,actor
nm1505486,tt0063170,1,actress
nm1945740,tt0238197,5,actress
nm2821980,tt6814636,10,actor
nm0023324,tt0305246,6,actor
nm0320266,tt0220443,1,actor
nm0150897,tt0104807,5,actor
nm4831414,tt2096519,7,actor
nm13664641,tt0154457,9,actor
nm0664570,tt7624662,5,actor
nm0419707,tt0259578,2,actress
nm9824330,tt27794848,10,actor
nm12198139,tt13763308,7,actress
nm0782978,tt2767328,1,actor
nm0023641,tt0279775,9,actor
nm1640256,tt3595662,2,actor
nm0441369,tt0393397,6,actor
nm2811547,tt3074856,4,actress
nm0407649,tt0371523,3,actress
nm2325956,tt14077516,7,actress
nm0000164,tt0064400,3,actor
nm0936780,tt0091734,7,actor
nm0866189,tt26861736,1,actor
nm0034301,tt0043950,3,actress
nm0066068,tt0149751,6,actor
nm0285503,tt0070727,5,actress
nm14752481,tt23106924,8,actress
nm5030374,tt7162390,1,actress
nm1163659,tt1466568,7,actress
nm2763872,tt0915457,10,actor
nm0707360,tt0264830,4,actress
nm13258782,tt16754728,1,actress
nm2052966,tt0482602,3,actress
nm11115135,tt35783940,5,actor
nm0151520,tt0369930,5,actress
nm15857180,tt38933151,7,actor
nm5369429,tt14527714,2,actor
nm3409164,tt2739338,6,actress
nm0069770,tt0094348,1,actor
nm1743199,tt0427813,3,actress
nm1488507,tt0244081,10,actor
nm0259925,tt0199956,5,actress
nm0484805,tt0495157,6,actress
nm0471501,tt0280897,2,actress
nm10391835,tt11541220,10,actress
nm0632832,tt0439817,9,actor
nm2328812,tt6587666,1,actor
nm0529761,tt0201017,3,actress
nm1034087,tt8951602,8,actor
nm6707972,tt38517764,3,actor
nm2317033,tt0826182,1,actor
nm5932375,tt3231362,1,actor
nm2353507,tt29644084,2,actor
nm0007162,tt0051811,5,actress
nm0656357,tt0189636,6,actor
nm1057853,tt1171495,2,actress
nm0882503,tt2107761,8,actor
nm7751303,tt20251708,3,actor
nm4875264,tt7389904,2,actress
nm0539562,tt1673374,9,actor
nm1025199,tt0182380,9,actor
nm0951283,tt0066614,9,actor
nm12582041,tt14502494,6,actor
nm0356159,tt0033848,5,actor
nm0554178,tt0240539,9,actor
nm3204295,tt1571242,8,actress
nm0691255,tt0069977,11,actor
nm0621522,tt0075462,4,actor
nm18539799,tt43023078,5,actress
nm1350569,tt14779470,4,actor
nm0304709,tt37380555,4,actor
nm1693067,tt1297298,6,actor
nm5476659,tt0191810,6,actor
nm0268807,tt7758748,3,actor
nm9298477,tt26231036,1,actress
nm0317970,tt0028031,5,actor
nm0097038,tt0201836,7,actor
nm2681435,tt0209383,4,actress
nm2958147,tt8829830,10,actor
nm1675589,tt0447996,8,actor
nm0636161,tt0021800,6,actor
nm0154274,tt27688444,3,actress
nm8909209,tt6112524,10,actor
nm2344647,tt1937261,3,actor
nm14648162,tt39466741,1,actress
nm1039632,tt0295467,4,actor
nm0543422,tt0128145,5,actor
nm0675780,tt23789894,6,actor
nm12149489,tt13649912,1,actor
nm0174101,tt0017558,7,actor
nm4003791,tt43491867,1,actor
nm0366076,tt0006905,8,actor
nm9211416,tt36955610,7,actor
nm5142733,tt2927086,4,actor
nm0246582,tt30580029,1,actress
nm0259518,tt6454014,3,actress
nm0000685,tt0089941,1,actor
nm0530672,tt0101312,5,actor
nm0747413,tt0038163,5,actress
nm0620115,tt1697591,7,actress
nm0016493,tt0171178,3,actor
nm0602958,tt2354351,2,actress
nm0226858,tt0022591,4,actor
nm0501565,tt0448075,10,actress
nm2809577,tt10655524,3,actress
nm12407488,tt14252738,3,actress
nm0515225,tt0117738,7,actor
nm0924502,tt0089462,4,actor
nm0148743,tt0199327,8,actress
nm4065185,tt0084250,5,actress
nm2421567,tt0459421,9,actor
nm0014417,tt0143010,4,actress
nm9623913,tt27502523,5,actor
nm2195537,tt0275256,8,actor
nm2880219,tt0228790,5,actor
nm0398609,tt0220443,6,actor
nm1328135,tt4082968,2,actor
nm4692981,tt27139461,7,actor
nm7437089,tt4836078,2,actor
nm0951887,tt0347818,10,actor
nm4680940,tt2063016,1,actor
nm0717103,tt12069878,3,actor
nm1696456,tt0349169,8,actress
nm1346442,tt6330178,6,actress
nm2118917,tt4786028,8,actor
nm1047761,tt2062489,6,actor
nm14834076,tt27697166,4,actor
nm3373903,tt1449207,8,actress
nm0314590,tt0193748,5,actress
nm0725889,tt0006828,2,actress
nm2418625,tt23843354,9,actor
nm16117437,tt32317342,9,actor
nm0566948,tt0056412,1,actor
nm0001159,tt1263657,1,actress
nm1102432,tt0788164,1,actress
nm4457593,tt34468064,3,actress
nm6650438,tt4790832,6,actor
nm4672497,tt19894400,2,actress
nm0727210,tt0236430,4,actor
nm0642138,tt40524524,9,actor
nm0260196,tt0030814,9,actor
nm3565447,tt3503004,5,actor
nm0350334,tt0084854,9,actor
nm9187669,tt14123058,6,actor
nm6465432,tt8830064,2,actor
nm0147436,tt0329480,6,actor
nm0868187,tt0393476,3,actress
nm0133668,tt0037497,3,actor
nm4873044,tt2199447,8,actor
nm0001586,tt0096201,2,actress
nm0631102,tt0049789,4,actor
nm0452034,tt0261922,8,actor
nm0000694,tt0073152,11,actor
nm1767989,tt1339192,7,actress
nm0005155,tt0098651,5,actor
nm0029792,tt0176149,3,actress
nm0464060,tt0175952,3,actor
nm0106717,tt0096108,6,actress
nm0847400,tt13161030,8,actor
nm4767529,tt2108463,7,actor
nm18679113,tt41091816,2,actor
nm0902108,tt0031474,7,actor
nm1644107,tt0497180,2,actor
nm0623350,tt0188155,4,actor
nm0474922,tt0252497,2,actress
nm12382469,tt13925862,10,actor
nm1523938,tt29223731,7,actor
nm2773584,tt1753452,7,actor
nm1310709,tt1446147,5,actor
nm3360269,tt1528274,5,actress
nm0173519,tt0121629,9,actor
nm2834862,tt1258998,6,actress
nm5201551,tt4411466,10,actor
nm13362458,tt12472554,8,actor
nm3954495,tt17505888,2,actress
nm2327431,tt3692082,2,actor
nm4392845,tt1874511,2,actor
nm0234369,tt0272190,3,actress
nm0077763,tt2475226,1,actor
nm0005522,tt8130414,9,actor
nm0953429,tt14230254,3,actor
nm0595634,tt4928814,8,actress
nm0564215,tt6565702,1,actor
nm2390400,tt7668228,7,actress
nm0884094,tt0185506,2,actor
nm0871403,tt0028798,3,actress
nm9447536,tt7678880,3,actress
nm2215532,tt0790818,6,actor
nm9918824,tt12338548,1,actor
nm2728813,tt1078581,11,actress
nm0438071,tt0347370,8,actor
nm0276043,tt1588409,5,actress
nm1072782,tt0257604,9,actress
nm5539254,tt5438206,5,actress
nm15240779,tt29044497,1,actor
nm4277427,tt3766382,5,actress
nm2468353,tt1776844,6,actress
nm1460898,tt0395991,10,actor
nm1311925,tt5375394,8,actor
nm1026458,tt0388507,10,actress
nm4955186,tt32102935,5,actor
nm0431345,tt0184796,10,actor
nm0943964,tt0175924,6,actor
nm3592766,tt5457772,5,actress
nm3118945,tt14039724,1,actor
nm0538374,tt0022593,7,actress
nm1443336,tt32813270,3,actor
nm0551761,tt2889546,1,actor
nm0998807,tt1126523,5,actor
nm8421914,tt6044656,3,actress
nm0049673,tt0203953,8,actor
nm0580494,tt0289184,7,actress
nm0007107,tt0097043,2,actress
nm6031890,tt5267860,7,actor
nm0251114,tt0040859,8,actor
nm0270955,tt1401245,3,actor
nm1974034,tt0469694,2,actress
nm0463953,tt0420351,1,actor
nm0427165,tt1871200,4,actor
nm12292677,tt13983128,3,actress
nm3368782,tt3843088,1,actor
nm0482309,tt7601594,3,actor
nm9222126,tt6336568,4,actress
nm0176444,tt0378460,7,actor
nm2153954,tt0790810,9,actor
nm1600632,tt1284482,7,actor
nm0259506,tt0067042,8,actor
nm1004575,tt0363833,4,actor
nm0698160,tt26474783,4,actress
nm16653642,tt34236530,2,actor
nm0693871,tt8237898,2,actress
nm2404639,tt43615813,2,actor
nm2952153,tt5172448,4,actress
nm1106071,tt0305407,4,actress
nm15075435,tt0071534,6,actress
nm10620967,tt9114264,2,actress
nm8820373,tt14598156,2,actor
nm5407719,tt2507592,3,actress
nm1913837,tt7482508,9,actor
nm0004198,tt4687464,4,actor
nm14807868,tt32244353,2,actress
nm0393063,tt0104245,8,actor
nm1936383,tt0192778,1,actress
nm4275923,tt0099285,7,actor
nm6803991,tt22497768,6,actor
nm0000738,tt0076111,1,actor
nm15804403,tt31180517,2,actress
nm0507189,tt0048652,8,actor
nm0577958,tt1622980,3,actor
nm8835518,tt32014351,1,actress
nm0409291,tt43338259,6,actress
nm1678284,tt23790418,11,actor
nm0595321,tt0020165,6,actor
nm15762115,tt31052577,5,actress
